Progress,Duration (in seconds),pid3,pid3_4_TEXT,Q303,first_1,first_2,first_3,first_4,first_5,first_6,pubs_1,pubs_2,pubs_3,pubs_4,pubs_5,pubs_6,dems_1,dems_2,dems_3,dems_4,dems_5,dems_6,mp_1,mp_2,mp_3,mp_4,mp_5,mp_6,therm_pubs_1,therm_dems_1,human_23,human_24,immigration_1,immigration_2,immigration_3,immigration_4,immigration_5,immigration_6,immigration_7,immigration_8,strongid,closestid,ideo7,sit_1,sit_2,sit_3,sit_4,Q301_1,Q301_2,Q301_3,Q301_4,Q301_5,Q302_1,Q302_2,Q302_3,Q302_4,Q302_5,Q306,Q308,Q310,Q310_10_TEXT,Q308.1,Q308_3_TEXT,Q309,Q309_6_TEXT,Q310.1,Q311,Q176,Q177,participant_id
100,1013,Democrat,,5e485d1d4edf63000d0b1620,"unequal,broken,unfair,ignorant","greed,racism,oppression,corruption","capitalist,politics,western,state","mountain,eagle,president,life","diverse,beautiful,innovative,powerful","bravery,openness,independence,leader","unequal,broken,dangerous,ignorant","greed,racism,oppression,corruption","capitalist,politics,state,military","mountain,coast,eagle,work","wealthy,powerful,proud,strong","bravery,independence,safety,opportunity","angry,sad,expensive,ignorant","greed,obesity,injustice,drugs","politics,western,constitution,people","city,president,life,work","diverse,innovative,happy,strong","family,openness,justice,opportunity","unequal,broken,unfair,ignorant","greed,racism,oppression,violence","capitalist,western,constitution,military","eagle,president,life,work","wealthy,diverse,innovative,proud","independence,justice,leader,opportunity",5.0,65.0,64.0,88.0,"Moderately
oppose","Moderately
support","Weakly
support","Neither oppose
nor support","Neither oppose
nor support","Moderately
support","Moderately
support","Weakly
oppose",Not very strong ${q://QID101/ChoiceGroup/SelectedChoices},,Liberal,Not very important,Not very well,Somewhat,Some of the time,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat disagree,Texas,I was raised in one of 50 states ,Other Christianity (including non-denominational),,,,,,,,It was easy and simple to understand ,No. I don't have any advice for improving the survey.,Z62HZcc6AV
100,1115,Democrat,,5ee92e561c649a2bb6455329,"unequal,angry,sad,expensive","greed,racism,obesity,injustice","capitalist,politics,constitution,state","eagle,president,life,work","wealthy,diverse,powerful,strong","family,openness,independence,opportunity","unequal,unfair,dangerous,expensive","greed,racism,obesity,drugs","capitalist,politics,constitution,military","eagle,president,life,work","beautiful,powerful,proud,strong","bravery,justice,safety,leader","unequal,broken,unfair,ignorant","racism,oppression,corruption,injustice","politics,western,constitution,people","eagle,president,life,work","wealthy,diverse,powerful,proud","independence,justice,safety,opportunity","unequal,unfair,expensive,ignorant","greed,racism,obesity,injustice","capitalist,western,constitution,military","eagle,president,life,work","wealthy,diverse,beautiful,powerful","bravery,independence,justice,opportunity",51.0,55.0,74.0,79.0,"Weakly
oppose","Weakly
support","Weakly
support","Weakly
oppose","Weakly
support","Weakly
support","Moderately
support","Weakly
oppose",Not very strong ${q://QID101/ChoiceGroup/SelectedChoices},,Slightly conservative,Not very important,Not very well,Very little,Rarely,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,California,,"Protestantism (including Lutheran, Baptist, and Episcopalian)",,,,,,,,fine,,tD8FgZRyDI
100,586,Republican,,56d1af6521cd29000b973ff2,"unequal,broken,angry,sad","racism,obesity,violence,drugs","capitalist,constitution,people,military","mountain,land,coast,eagle","beautiful,innovative,powerful,strong","independence,justice,safety,opportunity","broken,angry,dangerous,sad","greed,corruption,injustice,drugs","capitalist,politics,constitution,military","eagle,president,life,work","innovative,powerful,proud,strong","independence,justice,leader,opportunity","unequal,broken,sad,expensive","greed,oppression,injustice,drugs","capitalist,constitution,people,military","coast,eagle,life,work","diverse,beautiful,innovative,proud","bravery,justice,safety,opportunity","unequal,angry,dangerous,sad","greed,racism,corruption,drugs","constitution,state,people,military","eagle,president,life,work","wealthy,diverse,powerful,happy","family,independence,justice,leader",81.0,15.0,100.0,100.0,"Moderately
support","Moderately
oppose","Moderately
support","Moderately
oppose","Moderately
support","Moderately
oppose","Weakly
oppose","Neither oppose
nor support",Not very strong ${q://QID101/ChoiceGroup/SelectedChoices},,Slightly conservative,Very important,Very well,Somewhat,Some of the time,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Ohio,,Catholicism (including Roman Catholic),,,,,,,,Was fine,None,pCwmuoUSGZ
100,1269,Republican,,5dd2f17497405430c82c3ab6,"broken,sad,expensive,ignorant","greed,corruption,obesity,injustice","capitalist,western,constitution,people","mountain,land,eagle,life","diverse,beautiful,innovative,strong","family,openness,independence,opportunity","unequal,broken,angry,sad","corruption,obesity,injustice,drugs","capitalist,politics,people,military","land,city,life,work","wealthy,diverse,powerful,happy","family,safety,leader,opportunity","unequal,broken,angry,unfair","racism,oppression,violence,injustice","capitalist,politics,state,military","city,president,life,work","wealthy,diverse,powerful,proud","openness,independence,justice,safety","broken,angry,sad,ignorant","greed,corruption,obesity,injustice","capitalist,politics,state,military","land,city,president,life","diverse,beautiful,powerful,proud","family,openness,independence,opportunity",70.0,10.0,86.0,85.0,"Strongly
support","Neither oppose
nor support","Moderately
support","Neither oppose
nor support","Moderately
support","Moderately
support","Neither oppose
nor support","Weakly
oppose",Not very strong ${q://QID101/ChoiceGroup/SelectedChoices},,Conservative,Not very important,Not very well,Somewhat,Some of the time,Strongly agree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat agree,Nevada,,Other Christianity (including non-denominational),,,,,,,,It was interesting. I'm not sure how meaningful the data will actually be. Many of the questions had all negative answers. ,None,nKP2XEwpZ9
100,745,Republican,,5f0df709c887690e5bede0ec,"broken,angry,sad,ignorant","greed,oppression,corruption,violence","capitalist,western,constitution,people","land,eagle,life,work","diverse,innovative,powerful,strong","family,justice,leader,opportunity","broken,angry,dangerous,sad","corruption,violence,injustice,drugs","capitalist,politics,constitution,military","eagle,president,life,work","beautiful,innovative,proud,strong","family,openness,independence,opportunity","unequal,broken,unfair,dangerous","greed,racism,oppression,injustice","politics,western,state,people","land,eagle,president,life","wealthy,diverse,beautiful,powerful","independence,justice,safety,leader","unequal,broken,angry,sad","oppression,corruption,violence,injustice","capitalist,politics,western,constitution","land,eagle,life,work","beautiful,innovative,proud,strong","family,independence,justice,opportunity",50.0,50.0,100.0,100.0,"Neither oppose
nor support","Weakly
support","Weakly
support","Weakly
oppose","Strongly
support","Weakly
oppose","Weakly
oppose","Neither oppose
nor support",Not very strong ${q://QID101/ChoiceGroup/SelectedChoices},,Slightly conservative,Not very important,Not very well,Somewhat,Never,Strongly agree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Michigan,,Catholicism (including Roman Catholic),,,,,,,,,,CpamXKdMPs
100,74,Independent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D8wXpB8nfX
100,622,Democrat,,5a2fd74c3eff6600016f21ee,"unequal,broken,unfair,ignorant","greed,racism,obesity,violence","western,constitution,people,ocean","mountain,coast,life,work","diverse,beautiful,innovative,happy","independence,justice,safety,opportunity","dangerous,sad,expensive,ignorant","racism,oppression,corruption,injustice","capitalist,politics,state,military","mountain,eagle,president,work","wealthy,powerful,proud,strong","bravery,independence,leader,opportunity","unequal,broken,angry,unfair","racism,oppression,violence,injustice","constitution,state,people,ocean","land,coast,life,work","diverse,beautiful,innovative,happy","bravery,family,justice,opportunity","unequal,broken,angry,ignorant","greed,racism,corruption,obesity","western,constitution,people,ocean","land,coast,city,work","diverse,beautiful,happy,proud","family,independence,safety,opportunity",16.0,88.0,20.0,81.0,"Weakly
support","Neither oppose
nor support","Weakly
support","Weakly
support","Weakly
support","Moderately
oppose","Weakly
support","Weakly
support",Not very strong ${q://QID101/ChoiceGroup/SelectedChoices},,Slightly liberal,Not very important,Not very well,Very little,Rarely,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Colorado,,Hinduism,,,,,,,,It tried to associate feelings from a perspective of various groups,No,AXXYm91jUF
100,523,Republican,,600e09ac469bae642d96134d,"broken,angry,sad,expensive","greed,corruption,obesity,violence","capitalist,western,constitution,people","mountain,coast,eagle,city","wealthy,diverse,powerful,strong","bravery,justice,leader,opportunity","broken,angry,dangerous,ignorant","greed,corruption,obesity,violence","capitalist,western,constitution,military","mountain,land,eagle,city","diverse,beautiful,powerful,proud","bravery,independence,justice,opportunity","unequal,unfair,dangerous,ignorant","racism,oppression,violence,injustice","capitalist,politics,western,state","land,city,president,life","diverse,beautiful,powerful,strong","family,independence,leader,opportunity","unequal,broken,angry,unfair","obesity,violence,injustice,drugs","capitalist,politics,western,state","coast,city,president,life","beautiful,innovative,proud,strong","bravery,openness,justice,opportunity",60.0,8.0,54.0,15.0,"Strongly
support","Neither oppose
nor support","Moderately
support","Weakly
oppose","Weakly
oppose","Weakly
oppose","Neither oppose
nor support","Moderately
support",Not very strong ${q://QID101/ChoiceGroup/SelectedChoices},,Conservative,Not very important,Not very well,Very little,Never,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly agree,Florida,,Christian Orthodox,,,,,,,,I thought it was a decent study. ,"No, its perfect. ",MfscInsaag
100,1212,Republican,,5f05380a3963d08260da3fda,"broken,angry,sad,ignorant","greed,racism,corruption,violence","capitalist,constitution,state,people","land,eagle,president,life","beautiful,innovative,powerful,strong","bravery,family,independence,leader","unequal,broken,sad,expensive","greed,racism,corruption,violence","capitalist,constitution,people,military","land,eagle,president,life","beautiful,innovative,powerful,happy","bravery,family,independence,leader","unequal,angry,unfair,ignorant","racism,violence,injustice,drugs","politics,western,state,ocean","mountain,coast,city,work","wealthy,diverse,powerful,proud","bravery,openness,safety,opportunity","broken,angry,sad,ignorant","greed,racism,corruption,violence","capitalist,constitution,state,people","land,eagle,president,life","beautiful,innovative,powerful,strong","bravery,family,independence,leader",100.0,1.0,100.0,3.0,"Strongly
support","Strongly
oppose","Strongly
oppose","Strongly
oppose","Strongly
oppose","Strongly
support","Strongly
oppose","Strongly
support",Strong ${q://QID101/ChoiceGroup/SelectedChoices},,Extremely conservative,Extremely important,Extremely well,A great deal,All of the time,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,,Strongly agree,Nebraska,,Catholicism (including Roman Catholic),,,,,,,,I thought it was very interesting!,I thought that this survey was very good!,dVXsPzk9T2
100,970,Republican,,600319e3a3b1a337cab57a3e,"unequal,broken,angry,sad","greed,oppression,corruption,injustice","capitalist,western,constitution,people","land,eagle,life,work","diverse,innovative,powerful,proud","bravery,family,independence,opportunity","unequal,broken,angry,unfair","greed,oppression,corruption,injustice","capitalist,politics,constitution,people","land,eagle,life,work","diverse,beautiful,innovative,proud","independence,justice,leader,opportunity","unequal,broken,angry,unfair","racism,oppression,corruption,injustice","politics,western,state,people","coast,city,president,life","wealthy,diverse,powerful,happy","openness,justice,leader,opportunity","unequal,broken,angry,sad","greed,racism,corruption,injustice","capitalist,politics,constitution,people","eagle,president,life,work","diverse,powerful,proud,strong","bravery,openness,leader,opportunity",70.0,6.0,90.0,82.0,"Strongly
support","Weakly
support","Moderately
oppose","Strongly
support","Moderately
support","Weakly
support","Neither oppose
nor support","Moderately
support",Not very strong ${q://QID101/ChoiceGroup/SelectedChoices},,Conservative,Not very important,Very well,Somewhat,Rarely,Strongly agree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat agree,Ohio,,Catholicism (including Roman Catholic),,,,,,,,It was good. I liked it.,I think it was good as is.,dFRh0vK10I
