pid3,Q5,Q7,pre_therm_pubs,pre_therm_dems,pre_med_A_1,pre_med_A_2,pre_med_A_3,pre_med_B_1,pre_med_B_2,pre_med_B_3,pre_dehum_pubs,pre_dehum_dems,first_1,first_2,first_3,first_4,first_5,first_6,post_dehum_pubs,post_dehum_dems,post_therm_pubs,post_therm_dems,post_mediators_A_1,post_mediators_A_2,post_mediators_B_1,post_mediators_B_2,Q64,id_1,id_2,id_3,pubs_1,pubs_2,pubs_3,pubs_4,pubs_5,pubs_6,mp_1,mp_2,mp_3,mp_4,mp_5,mp_6,dems_1,dems_2,dems_3,dems_4,dems_5,dems_6,consent,outgroup,cond
Democrat,R,5,0,85,,,,Somewhat disagree,Strongly disagree,Strongly agree,94,98,"unequal,broken,dangerous,expensive","racism,oppression,corruption,injustice","capitalist,politics,state,military","land,city,president,work","wealthy,diverse,powerful,proud","bravery,independence,justice,leader",96,99,1,96,,,Somewhat disagree,Strongly agree,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Extremely well,A great deal,Some of the time,"unequal,angry,dangerous,ignorant","greed,obesity,violence,drugs","capitalist,western,constitution,military","land,eagle,city,president","wealthy,powerful,proud,strong","family,independence,justice,opportunity","unequal,unfair,dangerous,expensive","greed,oppression,corruption,drugs","politics,constitution,state,military","land,eagle,president,work","wealthy,powerful,proud,strong","independence,justice,leader,opportunity","unequal,broken,unfair,ignorant","greed,racism,violence,injustice","capitalist,politics,state,military","land,city,president,work","diverse,beautiful,happy,proud","bravery,independence,leader,opportunity","Yes, you may use my data",Republican,lowOGOCD
Democrat,R,5,35,70,,,,Somewhat agree,Strongly disagree,Strongly agree,65,75,"unequal,broken,unfair,expensive","greed,corruption,obesity,injustice","capitalist,politics,constitution,state","land,president,life,work","wealthy,beautiful,powerful,proud","family,openness,independence,leader",65,75,40,70,,,Somewhat agree,Somewhat agree,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Very well,Somewhat,All of the time,"angry,dangerous,sad,ignorant","greed,obesity,violence,drugs","capitalist,politics,constitution,state","city,president,life,work","wealthy,happy,proud,strong","bravery,family,justice,opportunity","angry,unfair,sad,expensive","racism,oppression,obesity,injustice","capitalist,western,constitution,people","eagle,president,life,work","diverse,beautiful,happy,proud","bravery,openness,independence,opportunity","unequal,broken,unfair,expensive","racism,oppression,corruption,injustice","western,constitution,state,people","land,eagle,life,work","diverse,beautiful,proud,strong","independence,justice,safety,opportunity","Yes, you may use my data",Republican,lowOGOCD
Democrat,R,5,20,85,,,,Somewhat agree,Strongly disagree,Strongly agree,85,90,"unequal,broken,angry,ignorant","greed,racism,oppression,injustice","capitalist,politics,western,constitution","coast,eagle,city,president","wealthy,diverse,innovative,powerful","bravery,independence,leader,opportunity",85,90,25,90,,,Somewhat agree,Strongly agree,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Very well,A great deal,All of the time,"broken,angry,unfair,dangerous","greed,racism,violence,drugs","capitalist,constitution,state,military","land,eagle,president,work","wealthy,innovative,powerful,strong","bravery,family,openness,opportunity","unequal,angry,unfair,ignorant","greed,racism,violence,injustice","politics,constitution,people,military","coast,eagle,president,life","wealthy,beautiful,innovative,proud","bravery,family,independence,opportunity","unequal,broken,angry,ignorant","racism,oppression,corruption,violence","capitalist,politics,western,military","eagle,city,president,work","wealthy,innovative,powerful,strong","bravery,independence,leader,opportunity","Yes, you may use my data",Republican,highICD
Democrat,R,5,65,76,,,,Somewhat agree,Somewhat disagree,Neither agree nor disagree,80,86,"unequal,broken,expensive,ignorant","greed,obesity,violence,injustice","capitalist,politics,western,military","land,eagle,city,president","wealthy,diverse,powerful,proud","openness,independence,safety,opportunity",80,86,65,71,,,Somewhat agree,Somewhat agree,Not very strong ${q://QID17/ChoiceGroup/SelectedChoices},Very well,Somewhat,Never,"broken,angry,expensive,ignorant","greed,obesity,violence,drugs","politics,constitution,state,military","land,city,president,work","wealthy,powerful,proud,strong","bravery,independence,leader,opportunity","unequal,broken,unfair,ignorant","racism,oppression,obesity,injustice","capitalist,politics,western,military","land,eagle,president,life","diverse,innovative,powerful,strong","family,independence,safety,opportunity","unequal,broken,unfair,sad","greed,racism,obesity,injustice","capitalist,politics,western,constitution","land,eagle,life,work","diverse,innovative,powerful,strong","independence,justice,leader,opportunity","Yes, you may use my data",Republican,highOGOCD
Republican,R,5,81,24,Neither agree nor disagree,Somewhat disagree,Somewhat agree,,,,97,97,"broken,angry,sad,expensive","greed,corruption,obesity,drugs","capitalist,western,constitution,military","mountain,eagle,president,life","beautiful,powerful,proud,strong","bravery,independence,justice,opportunity",93,90,81,71,Neither agree nor disagree,Somewhat disagree,,,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Very well,A great deal,Rarely,"broken,angry,dangerous,expensive","greed,obesity,violence,drugs","capitalist,constitution,people,military","land,president,life,work","wealthy,powerful,proud,strong","bravery,family,independence,opportunity","broken,angry,sad,expensive","greed,corruption,obesity,drugs","capitalist,politics,constitution,military","eagle,president,life,work","wealthy,diverse,powerful,proud","bravery,family,independence,opportunity","unequal,unfair,sad,ignorant","greed,racism,oppression,injustice","capitalist,politics,state,people","land,city,life,work","wealthy,diverse,innovative,strong","family,openness,independence,opportunity","Yes, you may use my data",Democrat,highICD
Democrat,R,5,10,31,,,,Somewhat agree,Somewhat disagree,Neither agree nor disagree,80,80,"unequal,broken,unfair,expensive","oppression,corruption,violence,injustice","politics,western,constitution,military","coast,city,president,work","wealthy,diverse,innovative,powerful","bravery,independence,leader,opportunity",80,80,10,30,,,Somewhat agree,Somewhat disagree,Not very strong ${q://QID17/ChoiceGroup/SelectedChoices},Not very well,Very little,Never,"unequal,broken,unfair,expensive","greed,obesity,injustice,drugs","politics,constitution,state,military","land,eagle,city,president","wealthy,powerful,proud,strong","bravery,independence,justice,leader","unequal,dangerous,expensive,ignorant","racism,corruption,obesity,violence","capitalist,politics,western,military","eagle,city,president,work","wealthy,powerful,proud,strong","independence,justice,leader,opportunity","unequal,broken,unfair,expensive","racism,oppression,corruption,injustice","western,constitution,people,ocean","city,president,life,work","wealthy,diverse,beautiful,innovative","family,independence,justice,opportunity","Yes, you may use my data",Republican,highOGOCD
Republican,R,5,50,50,Strongly disagree,Somewhat disagree,Somewhat agree,,,,100,100,"unequal,angry,sad,ignorant","greed,racism,oppression,violence","politics,state,people,military","eagle,city,president,work","wealthy,diverse,innovative,powerful","bravery,independence,leader,opportunity",100,100,50,50,Somewhat agree,Neither agree nor disagree,,,Not very strong ${q://QID17/ChoiceGroup/SelectedChoices},Not very well,Very little,Never,"angry,sad,expensive,ignorant","corruption,obesity,violence,drugs","politics,constitution,state,military","city,president,life,work","beautiful,powerful,proud,strong","bravery,independence,justice,leader","broken,unfair,expensive,ignorant","corruption,obesity,violence,drugs","politics,state,people,military","city,president,life,work","wealthy,beautiful,powerful,happy","independence,justice,safety,opportunity","unequal,broken,unfair,sad","racism,oppression,violence,injustice","capitalist,politics,constitution,people","city,president,life,work","wealthy,diverse,powerful,strong","bravery,family,openness,safety","Yes, you may use my data",Democrat,lowICD
Democrat,R,5,38,68,,,,Somewhat agree,Somewhat disagree,Somewhat agree,79,87,"unequal,unfair,expensive,ignorant","greed,racism,obesity,injustice","capitalist,western,constitution,military","land,eagle,president,work","wealthy,powerful,proud,strong","family,independence,leader,opportunity",79,87,38,68,,,Somewhat agree,Somewhat agree,Not very strong ${q://QID17/ChoiceGroup/SelectedChoices},Not very well,Very little,Rarely,"unequal,unfair,expensive,ignorant","greed,racism,corruption,obesity","capitalist,western,constitution,military","land,eagle,president,work","wealthy,powerful,proud,strong","family,independence,justice,opportunity","unequal,unfair,expensive,ignorant","greed,racism,corruption,obesity","capitalist,western,constitution,military","land,eagle,president,work","wealthy,diverse,powerful,proud","independence,justice,leader,opportunity","unequal,broken,unfair,ignorant","greed,racism,oppression,injustice","capitalist,western,constitution,military","land,eagle,president,work","diverse,innovative,powerful,proud","independence,justice,leader,opportunity","Yes, you may use my data",Republican,lowICD
Democrat,R,5,7,88,,,,Somewhat agree,Strongly disagree,Strongly agree,43,91,"unequal,broken,dangerous,ignorant","greed,racism,oppression,corruption","capitalist,western,constitution,people","land,coast,city,president","diverse,beautiful,innovative,happy","independence,justice,safety,opportunity",33,94,8,93,,,Strongly agree,Somewhat agree,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Extremely well,A great deal,Some of the time,"broken,angry,sad,ignorant","greed,corruption,violence,drugs","capitalist,constitution,state,military","land,eagle,president,work","powerful,happy,proud,strong","family,independence,justice,safety","unequal,broken,dangerous,ignorant","greed,racism,oppression,corruption","capitalist,western,constitution,ocean","eagle,president,life,work","diverse,beautiful,innovative,proud","independence,justice,safety,opportunity","unequal,unfair,sad,ignorant","greed,racism,oppression,corruption","western,constitution,people,ocean","coast,president,life,work","diverse,innovative,happy,proud","independence,justice,safety,opportunity","Yes, you may use my data",Republican,highOGOCD
Democrat,R,5,21,82,,,,Somewhat agree,Strongly disagree,Strongly agree,19,91,"broken,angry,dangerous,ignorant","racism,violence,injustice,drugs","capitalist,politics,people,military","mountain,land,coast,life","wealthy,innovative,powerful,proud","family,openness,independence,opportunity",20,91,21,82,,,Somewhat agree,Strongly agree,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Very well,Somewhat,All of the time,"unequal,angry,unfair,ignorant","greed,oppression,corruption,drugs","capitalist,politics,constitution,state","eagle,president,life,work","beautiful,happy,proud,strong","bravery,independence,justice,opportunity","broken,dangerous,expensive,ignorant","racism,oppression,injustice,drugs","capitalist,politics,people,military","mountain,land,coast,life","wealthy,innovative,powerful,proud","family,openness,independence,opportunity","broken,angry,dangerous,ignorant","greed,racism,corruption,injustice","capitalist,politics,people,military","mountain,land,coast,life","wealthy,innovative,powerful,strong","openness,independence,safety,opportunity","Yes, you may use my data",Republican,highOGOCD
Republican,R,5,79,52,Somewhat disagree,Somewhat agree,Somewhat agree,,,,100,100,"unequal,broken,expensive,ignorant","greed,racism,obesity,drugs","capitalist,western,constitution,people","land,eagle,president,life","wealthy,beautiful,powerful,proud","bravery,independence,leader,opportunity",100,100,80,56,Somewhat disagree,Somewhat agree,,,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Very well,Somewhat,Never,"broken,unfair,sad,expensive","greed,racism,obesity,violence","capitalist,politics,western,constitution","eagle,president,life,work","wealthy,beautiful,powerful,strong","bravery,independence,justice,leader","unequal,broken,dangerous,expensive","racism,corruption,obesity,injustice","capitalist,western,constitution,people","eagle,president,life,work","diverse,beautiful,powerful,strong","bravery,openness,independence,opportunity","unequal,broken,unfair,ignorant","racism,oppression,corruption,injustice","politics,western,state,people","coast,president,life,work","diverse,beautiful,innovative,proud","openness,independence,justice,opportunity","Yes, you may use my data",Democrat,lowOGOCD
Democrat,R,5,9,97,,,,Strongly agree,Somewhat disagree,Strongly agree,20,97,"unequal,angry,expensive,ignorant","racism,oppression,corruption,drugs","politics,constitution,state,people","land,president,life,work","wealthy,beautiful,powerful,strong","independence,safety,leader,opportunity",7,91,18,92,,,Strongly agree,Strongly disagree,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Extremely well,A great deal,All of the time,"unequal,dangerous,sad,expensive","greed,racism,corruption,injustice","capitalist,politics,state,people","mountain,coast,city,president","wealthy,beautiful,powerful,happy","bravery,openness,independence,safety","unequal,broken,unfair,expensive","racism,violence,injustice,drugs","capitalist,politics,constitution,people","land,president,life,work","wealthy,beautiful,powerful,strong","independence,justice,safety,leader","unequal,angry,unfair,expensive","racism,corruption,violence,injustice","politics,constitution,state,people","land,president,life,work","wealthy,beautiful,powerful,strong","independence,justice,safety,leader","Yes, you may use my data",Republican,highICD
